neo bank cocok untuk tabungan daring karena praktis	4,5 FEATURES_PRODUCT 2 7,8
mudah digunakan	-1,-1 UI_UX_DESIGN 2 0,2
dan aman	-1,-1 SECURITY_FRAUD 2 1,2
rekomendasi untuk investasi untuk pemula bank neo memang terbaik deposit tidak ribett pluss bisa mengajak teman untuk cuan bareng bagus pokoknya neo bank bagus senang	2,3 FEATURES_PRODUCT 2 8,9
suka banget prosesnya mudah dan praktis	-1,-1 UI_UX_DESIGN 2 3,4
apalagi ada fitur deposito wow yang menarik karena bisa bantu uang berkembang dengan cara yang simpel	2,3 FEATURES_PRODUCT 2 -1,-1
cocok untuk yang mau mulai nabung sekaligus cari pilihan deposito yang praktis	9,10 INTEREST_RETURNS 2 11,12
bagus	-1,-1 FEATURES_PRODUCT 2 0,1
aplikasi tabungan daring yang sangat membantu untuk orang - orang yang mau mencoba untuk membuka tabungan	1,2 FEATURES_PRODUCT 2 4,6
serta ada peluang investasi untuk pemula wajib coba	3,4 FEATURES_PRODUCT 2 -1,-1
aku suka sangat pakai aplikasi ini	-1,-1 FEATURES_PRODUCT 2 1,2
ternyata tabungan daring bunga tinggi jadi kumayan banget	1,2 FEATURES_PRODUCT 2 -1,-1	3,4 INTEREST_RETURNS 2 3,5
pokoknya lopp sangat dek cocok untuk pemula juga untuk yang mau investasi	11,12 FEATURES_PRODUCT 2 -1,-1
fitur lengkap dan bisa transfer ke e wallet mana pun jadi 1 aplikasi bisa untuk apapun sih	0,1 FEATURES_PRODUCT 2 1,2	4,5 TRANSACTION_TRANSFER 2 -1,-1
intinya bagus sangat ini	-1,-1 FEATURES_PRODUCT 2 1,2
aku mencoba untuk membuka tabungan daring di bank neo ternyata memang benar menarik karena aku mendapatkan suku bunga yang lumayan besar dan banyak reward2 nya	4,5 FEATURES_PRODUCT 2 -1,-1	16,18 INTEREST_RETURNS 2 12,13
aplikasi tabungan daring ini sangat memuaskan	1,2 FEATURES_PRODUCT 2 5,6
salah satu tabungan daring terbaik yang ada di indonesia	2,3 FEATURES_PRODUCT 2 4,5
proses cepat serta tidak membingungkan customer dalam menggunakannya	-1,-1 UI_UX_DESIGN 2 4,5
aplikasi tabungan daring paling bagus saldo aman dapat bunga tinggi dan yang paling penting tidak ada biaya administrasi untuk transfer kew bank lain	1,2 FEATURES_PRODUCT 2 -1,-1	5,6 NOTIFICATION_INFO 2 6,7	8,9 INTEREST_RETURNS 2 8,10	16,18 FEES_CHARGES 2 14,17	19,20 TRANSACTION_TRANSFER 2 -1,-1
aplikasi tabungan daring terbaik untuk anak muda	1,2 FEATURES_PRODUCT 2 3,4
mudah daftar dan banyak promo serta cash back	1,2 ONBOARDING_KYC 2 0,1	4,5 PROMO_MARKETING 2 -1,-1
lengkap menu nya	1,2 UI_UX_DESIGN 2 0,1
sangat bagus tampilan nya	2,3 UI_UX_DESIGN 2 0,2
pokok nya sangat membantu sekali	-1,-1 FEATURES_PRODUCT 2 2,4
aplikasi mudah digunakan dan fitur cukup lengkap	4,5 FEATURES_PRODUCT 2 1,3
tabungan daring jadi lebih praktis	0,1 FEATURES_PRODUCT 2 4,5
dan tampilannya juga nyaman untuk digunakan sehari - hari	-1,-1 FEATURES_PRODUCT 2 3,4
tampilannya ramah pengguna dan tidak ribet	-1,-1 CUSTOMER_SERVICE 2 5,6
aplikasi ini cocok untuk investasi bagi pemula	4,5 FEATURES_PRODUCT 2 -1,-1
karena panduannya lengkap dan pilihan produknya aman	-1,-1 SECURITY_FRAUD 2 6,7
pokoknya terbaik	-1,-1 FEATURES_PRODUCT 2 1,2
aplikasi yang sangat bagus	-1,-1 FEATURES_PRODUCT 2 2,4
neo bank bagus	-1,-1 FEATURES_PRODUCT 2 2,3
sangat cocok untuk para pemula yang ingin belajar investasi	8,9 FEATURES_PRODUCT 2 -1,-1
karena mudah dipahami dan digunakan	-1,-1 UI_UX_DESIGN 2 1,2
aplikasi mya sangat bagus aku bisa mempunyai tabungan digital dengan bunga yang tinggi berkat aplikasi ini	7,8 FEATURES_PRODUCT 2 2,4	10,11 INTEREST_RETURNS 2 12,13
aplikasi makin mantap	-1,-1 FEATURES_PRODUCT 2 2,3
pilihan investasi untuk pemula bikin makin melek finansial tanpa bikin pusing	1,2 FEATURES_PRODUCT 2 -1,-1
akhirnya coba tabungan daring dan ternyata segampang itu	2,3 FEATURES_PRODUCT 2 -1,-1
transfer langsung masuk	0,1 TRANSACTION_TRANSFER 2 -1,-1
direkomendasikan banget	-1,-1 FEATURES_PRODUCT 2 0,1
neo bank sangat direkomendasikan untuk investasi pemula seperti aku	5,6 FEATURES_PRODUCT 2 3,4
lengkap sangat dan mudah di gunakan untuk sehari hari	-1,-1 UI_UX_DESIGN 2 3,4
ada tabungan daring nya juga	1,2 FEATURES_PRODUCT 2 -1,-1
terbaik sangat deh	-1,-1 FEATURES_PRODUCT 2 0,1
aplikasi ini dan mudah sangat untuk di gunakan sehari hari	-1,-1 UI_UX_DESIGN 2 3,4
di tambah kemudahan qris dan promo yang selalu bikin luluv suka	3,4 TRANSACTION_TRANSFER 2 -1,-1	5,6 PROMO_MARKETING 2 10,11
aplikasii yang mempunyai banyak sekali vitur salah satunya investasi bagii pemulaa ini aplikasi benar benar harus di nobatkan sebagai investasi pemula	8,9 FEATURES_PRODUCT 2 -1,-1
suka sangat sama neobank	-1,-1 FEATURES_PRODUCT 2 0,1
tabungan daring bunga tinggi	0,1 FEATURES_PRODUCT 2 -1,-1	2,3 INTEREST_RETURNS 2 2,4
aplikasi ini sungguh menguntungkan untuk kehidupan sehari - hari ditambah lagi ada penggunaan qris jadi enak sangat	13,14 TRANSACTION_TRANSFER 2 -1,-1
ingin buka tabungan online	2,3 FEATURES_PRODUCT 2 -1,-1
aku rekomendasikan neobank prosesnya mudah cepat	-1,-1 UI_UX_DESIGN 2 4,5
pokoknya bagus neobank	-1,-1 FEATURES_PRODUCT 2 1,2
membuka tabungan daring untuk investasi bagi pemula sangat mudah dan mudah di pahami bagi para pemula	1,2 FEATURES_PRODUCT 2 -1,-1	4,5 FEATURES_PRODUCT 2 8,9
cocok sangat untuk pemula yang mau investasi aplikasi ini sudah lengkap sangat dan banyak promonya	6,7 FEATURES_PRODUCT 2 10,11
aplikasi ini sangat cocok untuk buka tabungan digital bunga tinggi	6,7 FEATURES_PRODUCT 2 -1,-1	8,9 INTEREST_RETURNS 2 8,10
hebat	-1,-1 FEATURES_PRODUCT 2 0,1
mau bertanya dong kalau mau mulihin akun bisa tidak soal nya nomor ponsel sama email nya di ponsel yang lama dan ponsel yang lama nya hilang aku lupa nomor sama email nya	-1,-1 FEATURES_PRODUCT 0 25,26
otp untuk verifikasi nomor hpnya terlalu lambat dikirim	0,1 AUTH_ACCESS 0 -1,-1	2,3 ONBOARDING_KYC 0 6,7
sudah pakai 5 tahun lalu bagus banget dulu pakai untuk menambah jajan	-1,-1 FEATURES_PRODUCT 2 5,6
sayng sangat akun enggak bisa pakai karena lupa password gara ganti hp	7,9 AUTH_ACCESS 2 -1,-1	10,12 AUTH_ACCESS 2 -1,-1
bagus sangat aplikasi nya hebat	-1,-1 FEATURES_PRODUCT 2 4,5
halo kak kenapa aku tidak bisa memakai produk pinjeman aku selalu memakai neo bank	7,8 FEATURES_PRODUCT 0 4,6
aplikasi ini bagus dan banyak diskonnya	-1,-1 FEATURES_PRODUCT 2 2,3
gagal pengajuan pinjaman	1,2 ONBOARDING_KYC 0 0,1	2,3 FEATURES_PRODUCT 0 -1,-1
aplikasi bank neo sangat menguntungkan bagi kita yang ingin mendapatkan uwng dengan cepatt	-1,-1 FEATURES_PRODUCT 2 4,5
menurutku neo bank cukup praktis dan mudah digunakan	-1,-1 UI_UX_DESIGN 2 6,8
pengalaman pakai neo bank cukup memuaskan	-1,-1 FEATURES_PRODUCT 2 5,6
jadi cocok untuk yang suka layanan perbankan digital	5,6 FEATURES_PRODUCT 2 4,5
fitur - fiturnya cukup lengkap dan memudahkan aktivitas sehari - hari	0,1 FEATURES_PRODUCT 2 4,5
aplikasi nya bagus banget sumpahh	-1,-1 FEATURES_PRODUCT 2 2,3
pengajuan apapun sangat rumit	0,1 ONBOARDING_KYC 0 3,4
dan sulit untuk di acc	-1,-1 FEATURES_PRODUCT 0 1,2
fitur dan aplikasi terburuk yang pernah aku temui	0,1 FEATURES_PRODUCT 0 -1,-1
tabungan daring ini membantu sangat untuk aku karena bisa nyimpan uang secara daring digital	0,1 FEATURES_PRODUCT 2 3,4
tabungan daring praktis	0,1 FEATURES_PRODUCT 2 2,3
mudah digunakan	-1,-1 UI_UX_DESIGN 2 0,2
proses cepat	-1,-1 FEATURES_PRODUCT 2 1,2
dan sangat membantu untuk menyimpan uang secara aman	-1,-1 SECURITY_FRAUD 2 1,3
aku iseng mencoba aplikasi ini karena banyak yang pakai dan ulasan bagus	-1,-1 FEATURES_PRODUCT 2 11,12
ternyata sangat bagus untuk investasi dan tabungan untuk kedepannya	4,5 FEATURES_PRODUCT 2 1,3	6,7 FEATURES_PRODUCT 2 -1,-1
beli emas di aplikasi ini sangat mudah dan menguntungkang sekali	1,2 FEATURES_PRODUCT 2 5,7
fitur nya juga sangat bagus	0,1 FEATURES_PRODUCT 2 3,5
aplikasi mudah digunakan	-1,-1 UI_UX_DESIGN 2 1,3
fitur nya lengkap sebagai tabungan daring dan banyak pilihan deposito di dalam nya	0,1 FEATURES_PRODUCT 2 2,3	4,5 FEATURES_PRODUCT 2 -1,-1	9,10 INTEREST_RETURNS 2 -1,-1
aplikasi yang bagus dan menguntungkan terimakasih	-1,-1 FEATURES_PRODUCT 2 2,3
aplikasi banknya bagus sangat untuk dijadikan tabungan digital bunga tinggi bikin nabung jadi makin semangat luvv sangat	6,7 FEATURES_PRODUCT 2 2,3	8,9 INTEREST_RETURNS 2 8,10
sudah pakai tabungan daring yang satu ini selama beberapa tahun rasanya asyik karena dapat melihat bunga masuk setiap hari	2,3 FEATURES_PRODUCT 2 -1,-1	15,16 INTEREST_RETURNS 2 -1,-1
uang transfer never been this easy	1,2 TRANSACTION_TRANSFER 2 -1,-1
ive been using lain bank dan this adalah sebuah terbaik suka	-1,-1 FEATURES_PRODUCT 2 9,10
aplikasi neo sangat membantu saya	-1,-1 FEATURES_PRODUCT 2 2,4
cocok investasi untuk pemula	1,2 FEATURES_PRODUCT 2 -1,-1
memudahkan aku untuk menyimpan tabungan daring	4,5 FEATURES_PRODUCT 2 -1,-1
aplikasi nya sangat mudah digunakan dan banyak bonus sangat bermanfaat	7,8 INTEREST_RETURNS 2 9,10
tabungan digital yang sangat baik	0,1 FEATURES_PRODUCT 2 -1,-1
tabungan daring yang sangat bagus dan membantu ketika ingin menabung via online	0,1 FEATURES_PRODUCT 2 6,7
aplikasi yang benar benar sangat untuk direkomendasikan bagus	-1,-1 FEATURES_PRODUCT 2 6,7
aplikasi yang sangat mudah dijangkau	-1,-1 UI_UX_DESIGN 2 2,4
tanpa perlu keluar rumah sudah bisa untuk tabungan daring melalui ponsel saja	7,8 FEATURES_PRODUCT 2 -1,-1
aplikasi ini cocok investasi untuk pemula tidak rumit mudah untuk deposito	3,4 FEATURES_PRODUCT 2 -1,-1	10,11 INTEREST_RETURNS 2 7,8
aplikasi ini sangat bagus disarankan untuk yang lain untuk unduh aplikasi ini	-1,-1 FEATURES_PRODUCT 2 2,4
aplikasi ini bagus sangat dan juga sangat lengkap bagus sangat pokoknya aku rekomendasikan pakai aplikasi ini	-1,-1 FEATURES_PRODUCT 2 2,3
aplikasi ini sangat cocok untuk investasi untuk pemula seperti saya	5,6 FEATURES_PRODUCT 2 -1,-1
tampilan aplikasi yang tidak ribet	0,1 UI_UX_DESIGN 2 4,5
cocok sangat dan direkomendasikan	-1,-1 FEATURES_PRODUCT 2 3,4
dan sangat membantu pemula memulai langkah investasi pertama tanpa ribet	6,7 FEATURES_PRODUCT 2 1,3
aman	-1,-1 SECURITY_FRAUD 2 0,1
dan bunga yang menguntungkan	1,2 INTEREST_RETURNS 2 3,4
tampilannya simpel	-1,-1 UI_UX_DESIGN 2 1,2
sangat direkomendasikan untuk siapa saja yang ingin mulai berinvestasi dari sekarang	-1,-1 FEATURES_PRODUCT 2 1,2
prosesnya praktis dan salah satu yang menarik adalah adanya bunga tabungan yang cukup tinggi	9,11 INTEREST_RETURNS 2 6,7
aplikasi juga mudah dipakai dan fitur lumayan lengkap	5,6 FEATURES_PRODUCT 2 2,4
untuk yang lagi cari tabungan digital yang praktis	4,5 FEATURES_PRODUCT 2 7,8
bagus	-1,-1 FEATURES_PRODUCT 2 0,1
buka tabungan daring neo dan pas banyak promo menariknya juga dan lumayan dapat tambahan bunga saldoo juga hehe	1,2 FEATURES_PRODUCT 2 -1,-1	7,8 PROMO_MARKETING 2 -1,-1	14,15 INTEREST_RETURNS 2 -1,-1
aplikasi tabungan daring paling responsif yang pernah aku gunakan	1,2 FEATURES_PRODUCT 2 4,5
fitur - fiturnya lengkap dan sangat menguntungkan untuk jangka panjang	0,1 FEATURES_PRODUCT 2 6,7
neo cocok untuk yang cari tabungan daring yang praktis	5,6 FEATURES_PRODUCT 2 8,9
mudah digunakan	-1,-1 UI_UX_DESIGN 2 0,2
dan punya fitur tabungan digital bunga tinggi	2,3 FEATURES_PRODUCT 2 -1,-1	5,6 INTEREST_RETURNS 2 5,7
tabungan daring yang mudah digunakan	0,1 FEATURES_PRODUCT 2 3,5
apalagi yang hobi jajan daring mudah sangat suka	-1,-1 UI_UX_DESIGN 2 6,8
sangat puas pakai neobank karena transaksinya cepat dan aman	-1,-1 SECURITY_FRAUD 2 0,2
fitur deposito bank digital miliknya sangat membantu aku untuk belajar berinvestasi dengan aman	0,1 FEATURES_PRODUCT 2 -1,-1	1,2 INTEREST_RETURNS 2 5,7
tabungan daring ini sangat praktis dan mudah digunakan	0,1 FEATURES_PRODUCT 2 6,8
dan cocok untuk kebutuhan menabung sehari - hari suka	-1,-1 FEATURES_PRODUCT 2 8,9
tabungan digital untuk memudahkan menabung daring	0,1 FEATURES_PRODUCT 2 -1,-1
investasi untuk pemula cocok sangat untuk mulai belajar mengatur keuangan	0,1 FEATURES_PRODUCT 2 -1,-1
modalnya tidak harus besar	-1,-1 FEATURES_PRODUCT 1 3,4
prosesnya mudah dipahami	-1,-1 UI_UX_DESIGN 2 1,2
dan bisa membantu mencapai tujuan keuangan di masa depan	-1,-1 FEATURES_PRODUCT 2 2,3
untuk pemula yang mau coba coba investasi	6,7 FEATURES_PRODUCT 2 -1,-1
aplikasi ini cocok sangat bisa untuk belajar apalagi terpercaya sangat	-1,-1 SECURITY_FRAUD 2 8,9
aplikasi mudah digunakan	-1,-1 UI_UX_DESIGN 2 1,3
dan nyaman kapan saja	-1,-1 FEATURES_PRODUCT 2 1,2
aman	-1,-1 SECURITY_FRAUD 2 0,1
tabungan digital dengan bunga tinggi	0,1 FEATURES_PRODUCT 2 -1,-1	3,4 INTEREST_RETURNS 2 3,5
buka rekening mudah proses cepat	0,2 ONBOARDING_KYC 2 2,3
bagus	-1,-1 FEATURES_PRODUCT 2 0,1
aplikasi tabungan digital yang praktis dan menarik	1,2 FEATURES_PRODUCT 2 4,5
prosesnya mudah	-1,-1 UI_UX_DESIGN 2 1,2
fitur lengkap	0,1 FEATURES_PRODUCT 2 1,2
dan yang paling aku suka bunga cukup tinggi dibandingkan tabungan biasa	5,6 INTEREST_RETURNS 2 4,5
cocok untuk yang ingin menabung secara digital sekaligus mendapatkan bunga dari saldo tabungan	11,12 NOTIFICATION_INFO 2 -1,-1
bagus	-1,-1 FEATURES_PRODUCT 2 0,1
aplikasi ini adalah solusi terbaik untuk pemula yang mau mulai berinvestasi dengan mudah	-1,-1 UI_UX_DESIGN 2 4,5
menawarkan tabungan digital berbunga tinggi yang pastinya bukan hanya aman	1,2 FEATURES_PRODUCT 2 4,5
juga terbukti memberikan keuntungan maksimal secara konsisten setiap harinya	3,4 INTEREST_RETURNS 2 6,7
salah stau aplikasi tabungan daring yang bagus sih kataku	3,4 FEATURES_PRODUCT 2 6,7
fitur fitur lumayan lengkap	0,1 FEATURES_PRODUCT 2 3,4
banyak diskon dan simple designnya	1,2 PROMO_MARKETING 2 -1,-1
lumayan suka	-1,-1 FEATURES_PRODUCT 2 1,2
sangat mudah di gunakan untuk hari - hari	-1,-1 UI_UX_DESIGN 2 0,2
tabungan digital ini bagus dengan bunga deposito yang wow	0,1 FEATURES_PRODUCT 2 -1,-1	5,7 INTEREST_RETURNS 2 3,4
layanan dari neobank ini sangat memudahkan dalam melakukan investasi untuk pemula seperti saya	0,1 FEATURES_PRODUCT 2 -1,-1	8,9 FEATURES_PRODUCT 2 -1,-1
menabung jadi lebih mudah bahkan aku sudah membuat tabungan daring khusus untuk anak aku yang masih sekolah dasar hanya melalu neobank	8,9 FEATURES_PRODUCT 2 3,4
mudah	-1,-1 UI_UX_DESIGN 2 0,1
dan terpercaya	-1,-1 SECURITY_FRAUD 2 1,2
menabung dan investasi banyak bonus nya	2,3 FEATURES_PRODUCT 2 -1,-1	4,5 INTEREST_RETURNS 2 -1,-1
pakai aplikasi ini tiap hari untuk urus urus memang praktis	-1,-1 UI_UX_DESIGN 2 9,10
cocok untuk kalau untuk tabungan daring tanpa ribet2 pakai aplikasi ini	4,5 FEATURES_PRODUCT 2 -1,-1
tabungan daring yang cukup simple dan bagus tidak delay apalagi bunga deposito nya tinggi tidak menyesal nabung di neobank aplikasi nya cocok untuk yang mau nabung atau investasi untuk pemula	0,1 FEATURES_PRODUCT 2 -1,-1	10,12 INTEREST_RETURNS 2 15,16	27,28 FEATURES_PRODUCT 2 -1,-1
bagus dana nya terjaga dan terpelihara dengan aman nyaman dan aman	-1,-1 SECURITY_FRAUD 2 7,8
aplikasi mudah digunakan	-1,-1 UI_UX_DESIGN 2 1,3
prosesnya cepat	-1,-1 FEATURES_PRODUCT 2 1,2
dan fitur tabungan daring sangat praktis untuk menyimpan uang dengan aman	1,2 FEATURES_PRODUCT 2 -1,-1	2,3 FEATURES_PRODUCT 2 4,6
sangat suka dengan layanan tabungan digital bunga tinggi di aplikasi ini karena bikin uang simpanan aku makin berkembang	3,4 FEATURES_PRODUCT 2 0,2	4,5 FEATURES_PRODUCT 2 -1,-1	6,7 INTEREST_RETURNS 2 6,8
bagus dan sangat terpercaya - tabungan online	5,6 FEATURES_PRODUCT 2 3,4
tabungan digital bunga tinggi	2,3 INTEREST_RETURNS 2 2,4
deposito wow	0,1 INTEREST_RETURNS 2 -1,-1
bunga deposito	0,2 INTEREST_RETURNS 2 -1,-1
investasi untuk pemula	0,1 FEATURES_PRODUCT 2 -1,-1
aplikasi neobank ini memudahkan tabungan daring dengan layanan terpercaya	4,5 FEATURES_PRODUCT 2 -1,-1	7,8 FEATURES_PRODUCT 2 8,9
menyimpan uang secara digital melalui aplikasi atau layanan perbankan daring dengan mudah	7,8 FEATURES_PRODUCT 2 11,12
aman	-1,-1 SECURITY_FRAUD 2 0,1
dan praktis	-1,-1 UI_UX_DESIGN 2 1,2
tabungan daring yang sangat bagus terpercaya pastinya disini sudah hampir 1 tahun pakai aplikasi neobank ini terbaik sangat fitur nya juga mudah dimengerti	0,1 FEATURES_PRODUCT 2 5,6	18,19 FEATURES_PRODUCT 2 16,17
aplikasi ini termasuk layak itu sih	-1,-1 FEATURES_PRODUCT 2 3,4
tabungan digital bunga tinggi sampai 7 sudah lumayan lah	0,1 FEATURES_PRODUCT 2 -1,-1	2,3 INTEREST_RETURNS 2 2,4
hanya mungkin perlu untuk peningkatan tampilan nya dibuat lebih menarik	5,6 UI_UX_DESIGN 2 9,10
tabungan daring yang mudah sekali digunakan	0,1 FEATURES_PRODUCT 2 3,4
aksesnya mudah tidak rumit sama sekali	-1,-1 UI_UX_DESIGN 2 3,4
aplikasi ini lengkap dan mudah digunakan	-1,-1 UI_UX_DESIGN 2 4,6
aplikasi nya mudah digunakan	-1,-1 UI_UX_DESIGN 2 2,4
tujuan aku memang khusus untuk investasi supaya persiapan untuk masa depan	5,6 FEATURES_PRODUCT 2 -1,-1
aplikasi tabungan daring paling bagus banyak sangat promo promo menarik tidak menyesal pokoknya nabung disini	1,2 FEATURES_PRODUCT 2 4,5	7,8 PROMO_MARKETING 2 9,10
untuk pemula mudah banget	-1,-1 UI_UX_DESIGN 2 2,3
aplikasi ini berguna untuk keuangan sehari - hari	-1,-1 FEATURES_PRODUCT 2 2,3
gaya2 mengasih limit 100jt lucu lucu	2,3 ACCOUNT_MANAGEMENT 0 -1,-1
buruk	-1,-1 FEATURES_PRODUCT 0 0,1
recommend sangat investasi untuk pemula suka	2,3 FEATURES_PRODUCT 2 5,6
deposito bank daring	0,1 INTEREST_RETURNS 2 -1,-1
aplikasi nya sangat bagus dan cepat	-1,-1 FEATURES_PRODUCT 2 5,6
bagus untuk investasi bagi para pemula	2,3 FEATURES_PRODUCT 2 0,1
aplikasi pendukung tabungan onilne dan investasi yang mudah dipakai dan memberikan return tinggi	2,3 FEATURES_PRODUCT 2 -1,-1	5,6 FEATURES_PRODUCT 2 7,9	11,12 INTEREST_RETURNS 2 12,13
sangat bagus cari koin juga banyak	3,4 INTEREST_RETURNS 2 0,2
tabungan daring yang praktis dan mudah digunakan	0,1 FEATURES_PRODUCT 2 5,7
dan nyaman	-1,-1 FEATURES_PRODUCT 2 1,2
cocok untuk yang ingin menabung dengan cara yang lebih mudah	-1,-1 UI_UX_DESIGN 2 9,10
cocok untuk investasi pemulaa	2,3 FEATURES_PRODUCT 2 -1,-1
aplikasi nya sangat bagus untuk orang yang butuh dana cepat	-1,-1 FEATURES_PRODUCT 2 2,4
aplikasi ini bagus sangat investasi untuk pemula	4,5 FEATURES_PRODUCT 2 2,3
benar benar mudah	-1,-1 UI_UX_DESIGN 2 2,3
tabungan digital bunga tinggi	0,1 FEATURES_PRODUCT 2 -1,-1	2,3 INTEREST_RETURNS 2 2,4
di neobank cocok sangat sih untuk investasi untuk pemula	6,7 FEATURES_PRODUCT 2 -1,-1
yang biasa memudahkan investasi bagi pemula	3,4 FEATURES_PRODUCT 2 -1,-1
suka sekali dengan aplikasi	-1,-1 FEATURES_PRODUCT 2 0,1
sejauh ini aplikasi neo bank cukup mudah digunakan	-1,-1 UI_UX_DESIGN 2 6,8
terutama untuk tabungan daring karena prosesnya praktis	2,3 FEATURES_PRODUCT 2 6,7
cepat	-1,-1 FEATURES_PRODUCT 2 0,1
dan fitur lengkap	1,2 FEATURES_PRODUCT 2 2,3
dan terpercaya	-1,-1 SECURITY_FRAUD 2 1,2
aku suka fitur deposito bank digital di sini karena tenornya fleksibel dan bunga lebih tinggi dari tabungan biasa	2,3 FEATURES_PRODUCT 2 1,2	3,4 INTEREST_RETURNS 2 -1,-1	12,13 INTEREST_RETURNS 2 10,11	16,17 FEATURES_PRODUCT 2 -1,-1
neobank cocok sangat untuk tabungan daring karena bunga cukup tinggi dan bisa dicairkan setiap hari	7,8 INTEREST_RETURNS 2 9,10	4,5 FEATURES_PRODUCT 2 -1,-1
kuota transfer gratisnya juga sangat membantu	1,2 TRANSACTION_TRANSFER 2 4,6
memang tampilannya agak ramai karena banyak animasi dan promo	8,9 PROMO_MARKETING 2 -1,-1
secara keseluruhan fitur lengkap dan direkomendasikan untuk yang ingin menabung sekaligus mendapatkan keuntungan	2,3 FEATURES_PRODUCT 2 5,6	12,13 INTEREST_RETURNS 2 -1,-1
aplikasi ini sangat membantu bagi saya	-1,-1 FEATURES_PRODUCT 2 2,4
berfungsi sebagai tabungan daring yang aman jadi tidak perlu takut uang hilang karena neo bank terpercaya	2,3 FEATURES_PRODUCT 2 5,6	10,12 SECURITY_FRAUD 2 11,12
sangat bagus sekali	-1,-1 FEATURES_PRODUCT 2 0,2
mudah digunakan dan fitur yang ditampilkan cepat tanpa macet bagus sekali	3,4 FEATURES_PRODUCT 2 0,2
suka sangat pakai aplikasi ini bisa untuk nabung dan investasi	9,10 FEATURES_PRODUCT 2 -1,-1
aplikasi ini sangat membantu untuk transaksi sehari hari dan memulai investasi bagi pemula	5,6 TRANSACTION_TRANSFER 2 2,4	10,11 FEATURES_PRODUCT 2 -1,-1
tabungan daring yang sangat rekomendasi untuk kita semua	0,1 FEATURES_PRODUCT 2 -1,-1
bagus nabung lebih mudah	-1,-1 UI_UX_DESIGN 2 0,1
neobank adalah tabungan daring yang cocok digunakan untuk menabung dimana saja	2,3 FEATURES_PRODUCT 2 -1,-1
aplikasi ini sangat membantu	-1,-1 FEATURES_PRODUCT 2 2,4
tabungan daring nya aman	0,1 FEATURES_PRODUCT 2 3,4
mudah diakses	-1,-1 UI_UX_DESIGN 2 0,1
aku sangat suka pakai aplikasi ini apalagi bagus sangat untuk tabungan online	10,11 FEATURES_PRODUCT 2 7,8
fitur fitur nya juga sudah lengkap	0,1 FEATURES_PRODUCT 2 5,6
jadi aku sangat terbantu sedih	-1,-1 FEATURES_PRODUCT 2 2,4
aplikasi ini sangat membantu untuk qris dan promo yang selalu bikin candu suka	5,6 TRANSACTION_TRANSFER 2 2,4	7,8 PROMO_MARKETING 2 12,13
aplikasi ini sangat memuaskan	-1,-1 FEATURES_PRODUCT 2 3,4
tabungan online	0,1 FEATURES_PRODUCT 2 -1,-1
aplikasi sangat mudah di gunakan dan cocok untuk pemula yang baru memulai investasi	12,13 FEATURES_PRODUCT 2 -1,-1
aplikasi bank yang bagus dan terpercaya	-1,-1 SECURITY_FRAUD 2 5,6
gratis biaya administrasi	1,3 FEES_CHARGES 2 0,1
bagus untuk inventasi pemula karena bunga cair terus tiap hari daftar tidak rumit cepat dan simpel	5,6 INTEREST_RETURNS 2 0,1	10,11 ONBOARDING_KYC 2 12,13
buka deposito daring	1,2 INTEREST_RETURNS 2 -1,-1
aplikasi ini sangat bagus sangat untuk tabungan daring dan juga mudah digunakan	6,7 FEATURES_PRODUCT 2 2,4
aplikasi ini lengkap dan mudah untuk investasi pemula dan digunakan sehari hari	6,7 FEATURES_PRODUCT 2 2,3
aplikasi ini lengkap dan mudah sangat untuk digunakan sehari - hari	-1,-1 UI_UX_DESIGN 2 2,3
ditambah kemudahan qris dan promo yang selalu bikin suka sekali	2,3 TRANSACTION_TRANSFER 2 -1,-1	4,5 PROMO_MARKETING 2 8,9
aku suka sangat pakai aplikasi ini untuk nabung dan investasi	9,10 FEATURES_PRODUCT 2 -1,-1
salah satu yang bikin nyaman itu prosesnya sangat cepat	-1,-1 FEATURES_PRODUCT 2 7,9
aplikasi neobank sangat praktis	-1,-1 UI_UX_DESIGN 2 2,4
layanan tabungan digital bunga tinggi bikin keuangan makin berkembang tiap hari	0,1 FEATURES_PRODUCT 2 -1,-1	1,2 FEATURES_PRODUCT 2 -1,-1	3,4 INTEREST_RETURNS 2 3,5
jadi suka deh sama neobank bagus	-1,-1 FEATURES_PRODUCT 2 1,2
but ternyata proses pendaftarannya mudah sangat dan cepat cukup dari ponsel tidak perlu rumit ke kantor	-1,-1 UI_UX_DESIGN 2 7,8
fitur tabungan onlinenya bikin saldo menambah terus karrna bunga cair harian	0,1 FEATURES_PRODUCT 2 -1,-1	1,2 FEATURES_PRODUCT 2 -1,-1	4,5 NOTIFICATION_INFO 2 -1,-1	8,9 INTEREST_RETURNS 2 -1,-1
sudah begitu tiap transfer juga tidak kena biaya administrasi	3,4 TRANSACTION_TRANSFER 2 -1,-1	7,9 FEES_CHARGES 2 -1,-1
